Nomor,Nama,Label,Alamat,Telephone
100,b'POSKO ALFATEAM JATIM',Organisasi Sukarelawan,"Dusun Masjid, RT.05/RW.03, Randumerak, Kec. Paiton, Kabupaten Probolinggo, Jawa Timur 67291",0819-4579-7555
101,b'Pantai Selatan Rescue',Organisasi Sukarelawan,"Jl kondangbajul No.Desa, Area Sawah/Kebun, Tambakrejo, Kec. Sumbermanjing Wetan, Kabupaten Malang, Jawa Timur 65176",0822-3105-9326
102,b'Mako Relawan Semin',Organisasi Sukarelawan,"Jl. Raya Semin Kemejing No.001, RT.003, Bendung, Kec. Semin, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55854",None
103,b'Sekretariat bersama FRPB PAMEKASAN',Organisasi Sukarelawan,"RFWP+9GM, Kolpajung, Kec. Pamekasan, Kabupaten Pamekasan, Jawa Timur 69317",0819-3736-0421
104,b'Basecamp Maharesigana UMM',Organisasi Sukarelawan,"Karyawiguna, Kec. Lowokwaru, Tunggulwulung, Lowokwaru, Kota, Kota Malang, Jawa Timur 65143",0815-6468-0708
105,b'Patok SS (statspoorswegen)',Organisasi Sukarelawan,"Jl. Ploso No.21-31, Oro-oro Ombo, Kec. Kartoharjo, Kota Madiun, Jawa Timur 63119",None
106,b'BPI KPNPA RI Sidoarjo',Organisasi Sukarelawan,"Jl. Mutiara Citra Asri No.1-2, Boro, Kec. Tanggulangin, Kabupaten Sidoarjo, Jawa Timur 61272",None
107,b'SEKRETARIAT RAPI LOKAL 7 SAMPUNG',Organisasi Sukarelawan,"Bukhori, Jl. Al Kholili, Mandahilang, Tulung, Kec. Sampung, Kabupaten Ponorogo, Jawa Timur 63454",None
108,b'KOSAPA 77',Organisasi Sukarelawan,"Jl. Kaliwaru No.2-A, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",0877-3883-2845
109,b'ORGANISASI RELAWAN DAN BUDAYA',Organisasi Sukarelawan,"Jetis, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751",None
110,b'Rumah Inspiratif',Organisasi Sukarelawan,"Sumber Sari, Sumbersari, Kec. Megaluh, Kabupaten Jombang, Jawa Timur 61457",0812-5966-2957
111,b'RZ Wonosalam',Organisasi Sukarelawan,"7WM5+WXW, Wonosalam, Wonosari, Gempol, Pasuruan, Jawa Timur 67174",None
112,b'Sekretariat Prapala Stikosa Aws',Organisasi Sukarelawan,"Nginden Intan Timur I No.18, Nginden Jangkungan, Kec. Sukolilo, Kota SBY, Jawa Timur 60118",None
113,b'Rumah Relawan Ganjarist Prambanan',Organisasi Sukarelawan,"6GV6+CJW, Kongklangan, Kotesan, Kec. Prambanan, Kabupaten Klaten, Jawa Tengah 57454",None
114,b'mako RELAWAN GERDU',Organisasi Sukarelawan,"938W+WJM, Popongan, Gerdu, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah",None
115,b'SEKRETARIAT BERSAMA RELAWAN BERBAH',Organisasi Sukarelawan,"5CVV+R4J, Berbah, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573",None
116,b'Sekretariat PP IKBAL TABAH',Organisasi Sukarelawan,"49FJ+4PR, Kranji, Kec. Paciran, Kabupaten Lamongan, Jawa Timur 62264",None
117,b'Posko Relawan Satgas Sungai Ponorogo',Organisasi Sukarelawan,"Jl. May.Jend. Sutoyo S No.12, Kertosari, Kec. Babadan, Kabupaten Ponorogo, Jawa Timur 63491",None
118,b'Posko AREK JATIM PUAS - Malang',Organisasi Sukarelawan,"WHHW+RG9, Jalan Raya, Jatirejo, Pakisaji, Malang Regency, East Java 65162",None
119,b'TSR PMI KAB.PROBILINGGO',Organisasi Sukarelawan,"Pesantren, Kraksaan Wetan, Kec. Kraksaan, Kabupaten Probolinggo, Jawa Timur 67282",None
120,b'PMI Kabupaten Lombok Timur',Organisasi Sukarelawan,"Jl. Prof. M Yamin SH No.53, Khusus Kota Selong, Kec. Selong, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83619",0818-0366-0351
121,b'Dharma Wanita Persatuan Dinas Perindustrian Dan Perdagangan',Organisasi Sukarelawan,"Jl. Siwalankerto Utara II No.42, Siwalankerto, Kec. Wonocolo, Kota SBY, Jawa Timur 60236",(031) 8433967
122,b'Posko Relawan Ganefo',Organisasi Sukarelawan,"M385+V4G, Jelis, Katelan, Kec. Tangen, Kabupaten Sragen, Jawa Tengah 57261",None
123,b'KRI Kota Surakarta',Organisasi Sukarelawan,"CRQX+2WQ, Jl. Ir. Sutami, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125",0813-9345-9000
124,b'Markas KSR-PMI UMM',Organisasi Sukarelawan,"Jl. Karyawiguna No.326, Babatan, Tegalgondo, Kec. Karang Ploso, Kabupaten Malang, Jawa Timur 65152",0853-7293-6960
125,b'Sekretariat Jaringan Relawan Pengurangan & Penanggulangan Bencana Kabupaten Pati',Organisasi Sukarelawan,"Jl. Merpati No.101, Pati Wetan/Dosoman, Pati Wetan, Kec. Pati, Kabupaten Pati, Jawa Tengah 59115",0852-9067-6940
126,b'Kantor Pusat KRI',Organisasi Sukarelawan,"FQV7+VW6, Lemah Abang, Dibal, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",None
127,b'Posko Relawan RPM',Organisasi Sukarelawan,"Jl. Karangpandan-Ngargoyoso, Sidi, Nglegok, Kec. Ngargoyoso, Kabupaten Karanganyar, Jawa Tengah 57793",0813-9267-3458
128,b'Posko relawan gemawang',Organisasi Sukarelawan,"Jl. Karanganyar-Karangpandan No.27, Bendungan, Bangsri, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0813-2711-6557
129,b'Edi Nugroho',Organisasi Sukarelawan,"274G+8MG, Tegalsari, RT.068, Srigading, Kec. Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta",0813-9041-7771
130,b'Basecamp RPAI Mojokerto 03',Organisasi Sukarelawan,"Jl. Pekuncen III No.80, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328",None
131,b'Galeri Oleh oleh Surabaya',Organisasi Sukarelawan,"Jl. Lidah Kulon 1 no. 5d, RT.004/RW.001, Lidah Kulon, Kec. Lakarsantri, Kota SBY, Jawa Timur 60213",0851-0334-8000
132,b'KRI BASECAMP JAMPEN',Organisasi Sukarelawan,"FQQV+FCV, jampen, RT.02/RW.06, Karang Pong, Kismoyoso, Kec. Ngemplak, Kabupaten Boyolali, Jawa Tengah 57375",0815-4842-0391
133,b'Markas Relawan GURUH MERAPI Magelang',Organisasi Sukarelawan,"F87X+775, Jl. Babadan, Mangunsoko, Kec. Dukun, Kabupaten Magelang, Jawa Tengah 56482",None
134,b'KSR-PMI Unit UIN Malang',Organisasi Sukarelawan,"Jl. Gajayana No.50, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144",None
135,b'Mbah MODIN Waruktengah',Organisasi Sukarelawan,"GG37+R7M, RT.09/RW.01, Karasan, Waruk Tengah, Kec. Pangkur, Kabupaten Ngawi, Jawa Timur 63282",None
136,b'Karbolo Community',Organisasi Sukarelawan,"Unnamed Road, Mancasan, Ambarketawang, Kec. Gamping, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55294",0878-3844-6911
137,b'Base Camp ARMI',Organisasi Sukarelawan,"Jl.Siliwangi No.1 RT.01 RW.01 Dsn.Koripan, Koripan, Bangsongan, Kec.Kayenkidul, Kabupaten Kediri, Jawa Timur 64183",None
138,b'Pos 3 CODE X Relawan Jogja',Organisasi Sukarelawan,"59Q6+R3X, Jl. Komp. Taman Sari, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",0813-3787-5756
139,b'BAITUL MAAL AL IHSAN',Organisasi Sukarelawan,"komplek Masjid Al Ihsan, Jl. Sumur Ombe, Semangu, Blimbing, Kec. Paciran, Kabupaten Lamongan, Jawa Timur 62263",0853-3035-2655
140,b'HOME BASE RELAWAN S.K.A.T',Organisasi Sukarelawan,"Desa Jurangjero, RT. 02 / RW. 02 Karanganom, Dusun I, Jurangjero, Kec. Karanganom, Kabupaten Klaten, Jawa Tengah 57475",0812-8181-7911
141,b'Mako BAGANa',Organisasi Sukarelawan,"93CR+CHH, Gedangan, Salam, Kec. Karangpandan, Kabupaten Karanganyar, Jawa Tengah 57791",0823-2226-1926
142,b'KSR PMI Unit UM',Organisasi Sukarelawan,"Jalan Semarang No. 5, Kav. C3, Kecamatan Lowokwaru, Sumbersari, Malang, Kota Malang, Jawa Timur 65145",None
143,b'SAFE Tulungagung',Organisasi Sukarelawan,"Jl. Kyai Haji Wahid Hasyim No.6, Hutan, Kauman, Kec. Tulungagung, Kabupaten Tulungagung, Jawa Timur 66219",0811-3787-503
144,b'PMR MTs Ismailiyyah',Organisasi Sukarelawan,"Jl. Raya Nalumsari No.24, Nalum, Nalumsari, Jepara, Kabupaten Jepara, Jawa Tengah 59466",None
145,b'Diska tagana',Organisasi Sukarelawan,"4X2H+CVQ, Jl. Syeh Jangkung 1, RT.02/RW.07, Rw. 6, Kayen, Kec. Kayen, Kabupaten Pati, Jawa Tengah 59171",None
146,b'Relawan TIK Ngawi | RTIK Cabang Ngawi',Organisasi Sukarelawan,"PERUMAHAN MARDIASRI REGENCY NGAWI NO A.35, DS, Glagahan, Beran, Kec. Ngawi, Kabupaten Ngawi, Jawa Timur 63215",0812-5927-7750
147,b'Posko KRI Sidoharjo',Organisasi Sukarelawan,"53FC+X6M, Bakalan Wetan, Sidoharjo, Kec. Sidoharjo, Kabupaten Wonogiri, Jawa Tengah 57682",None
148,b'Rumah wiyata wiwin',Organisasi Sukarelawan,"M9QF+F7Q, Gertas, Brongkol, Kec. Jambu, Kabupaten Semarang, Jawa Tengah 50663",None
149,b'Mako Relawan Restu Ibu Klaten',Organisasi Sukarelawan,"6GVP+QWQ, Platar, Wirosari, Somopuro, Kec. Jogonalan, Kabupaten Klaten, Jawa Tengah 57452",None
150,b'Wani Perih ERT',Organisasi Sukarelawan,"Jl. Ngawen No.2011, Kp. Kidul, Kampung, Kec. Ngawen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55853",None
151,b'Komunitas Sukarelawan Cirebon',Organisasi Sukarelawan,"Gedung Kantor SEB LOGISTICS, Ruko Perum Tirta Plumbon indah, Jl. Raya Plumbon - Palimanan No.KM.11, Gombang, Kabupaten Cirebon, Jawa Barat 45155",0815-6477-8879
152,b'HMJ Teknik Informatika ITN Malang (HATI)',Organisasi Sukarelawan,"3JMM+2M6, Tasikmadu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65153",0823-3052-1988
153,b'RPU KRI',Organisasi Sukarelawan,"25X8+PM8, Jalan Raya Gedangan, Pagersari, Penggung, Kec. Nawangan, Kabupaten Pacitan, Jawa Timur 63584",None
154,b'Sekertariat MOSKOW(MioSkubekOwner)GK',Organisasi Sukarelawan,"3J5G+P5V, Grogol IV, Bejiharjo, Kec. Karangmojo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55891",None
155,b'Sekretariat RAPI WILAYAH 21 PONOROGO JZ13ZRW',Organisasi Sukarelawan,"4FJF+8W5, Bangunsari, Kec. Ponorogo, Kabupaten Ponorogo, Jawa Timur 63419",None
156,b'Posko tim kamboja',Organisasi Sukarelawan,"8GMF+C9R, Dusun 1, Keputran, Kec. Kemalang, Kabupaten Klaten, Jawa Tengah 57484",None
157,b'Sekretariat UKM KSR PMI Unit Politeknik Negeri Jember',Organisasi Sukarelawan,"Jl. Mastrip No.164, Lingkungan Panji, Tegalgede, Kec. Sumbersari, Kabupaten Jember, Jawa Timur 68124",0822-3209-8214
158,b'Perifer Relawan Medic and Logistic',Organisasi Sukarelawan,"Jl. Beringin IV No.5, Kassi-Kassi, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90231",0821-1881-2267
159,b'SUKMADESI SAWIT',Organisasi Sukarelawan,"CMCH+Q37, Unnamed Road, Dusun 2, Gombang, Kec. Sawit, Kabupaten Boyolali, Jawa Tengah 57374",None
160,b'Indonesia Escorting Ambulance MADIUN RAYA',Organisasi Sukarelawan,"GM3P+RX8, Unnamed Road, Kutukan, Duren, Kec. Pilangkenceng, Kabupaten Madiun, Jawa Timur 63154",0857-9120-5819
161,b'Basecamp ICK Korwil Delanggu Raya',Organisasi Sukarelawan,"9MQX+C83, Jalan Lingkar, Gentan, Kepanjen, Delanggu, Klaten Regency, Central Java 57471",None
162,b'Indorelawan',Organisasi Nonprofit,"Jl. Panglima Polim V No.60, RT.1/RW.7, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160",0811-9777-140
163,b'Indonesian Reformator Leaders',Organisasi Sukarelawan,"Brajan, Kasihan, perbatasan Yogya - Bantul, dekat UMY, Brajan, Tamantirto, Kec. Kasihan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55184",None
164,b'Sekretariat Wongsalam',Organisasi Sukarelawan,"Jl. Citrosancakan No.8, Dusun 1, Gemolong, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 50274",None
165,b'SEKRETARIAT RAGAMA',Organisasi Sukarelawan,"Jl. Ovensari Raya, Kembang, Duwet, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",0812-2971-753
166,b'Posko KKN Menoro Guyub',Organisasi Sukarelawan,"7HCR+WMC, Unnamed Road, Menara, Menoro, Sedan, Rembang Regency, Central Java 59264",None
167,b'Mako Senkom MP Rembang',Organisasi Sukarelawan,"78VW+J5V, Kutoharjo, Kec. Rembang, Kabupaten Rembang, Jawa Tengah 59211",None
168,b'Shelter URC Klaten 2',Organisasi Sukarelawan,"Janidan, Ngadirejo, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57163",0813-3660-0398
169,b'MAKO KRI BOJONEGORO',Organisasi Sukarelawan,"Peting, Kalirejo, Kec. Ngraho, Kabupaten Bojonegoro, Jawa Timur",0857-3286-2810
170,b'Pos KBC',Organisasi Sukarelawan,"48QQ+8W8, Area Sawah, Pendowoharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186",0812-5922-9858
171,b'Posko KRI Wonogiri',Organisasi Sukarelawan,"5WJC+7JW, Sukorejo, Giritirto, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57611",0821-3442-5611
172,b'Relawan Donor Darah Kab. Kotabaru',Organisasi Sukarelawan,"Jl. H. Hasan Basri, Semayap, Kec. Pulau Laut Utara, Kab. Kotabaru, Kalimantan Selatan 72117",0877-3666-6320
173,b'POSKOR MDMC MIJEN DEMAK',Organisasi Sukarelawan,"6P4G+V6J, Mijen, Kec. Mijen, Kabupaten Demak, Jawa Tengah 59583",None
174,b'Sekretariat DPC GMNI Sumba Barat Daya',Organisasi Sukarelawan,"H7M6+4RP, Desa Weepangali, Loura, Wee Pangali, Kec. Kota Tambolaka, Kabupaten Sumba Barat Daya, Nusa Tenggara Tim.",None
175,b'Persatuan Wanita Olahraga Seluruh Indonesia',Organisasi Sukarelawan,"5WJC+MQR, Jl. Manyar I, Sukorejo, Giritirto, Kec. Wonogiri, Kabupaten Wonogiri, Jawa Tengah 57611",None
176,b'Komunitas Relawan Emergensi Kesehatan Indonesia (KREKI)',Organisasi Sukarelawan,"Wisma 76, Letjen S. Parman St No.Kav. 76, RT.4/RW.3, Slipi, Palmerah, West Jakarta City, Jakarta 11410",(021) 25678989
177,b'MRI Kota Salatiga',Organisasi Sukarelawan,"Jl. Purbaya III Jl. Karang Alit No.Perum, Dukuh, Kec. Sidomukti, Kota Salatiga, Jawa Tengah 50722",0857-4019-7928
178,b'Posko KRI di EDUPARK DAM GAJAH',Organisasi Sukarelawan,"53GC+263, Bakalan Wetan, Sidoharjo, Kec. Sidoharjo, Kabupaten Wonogiri, Jawa Tengah 57682",None
179,b'Bc Garangan Adventure cabang Grobogan',Organisasi Sukarelawan,"Jl. Kuwu - Galeh No.67, Sengon, Banjarsari, Kec. Kradenan, Kabupaten Grobogan, Jawa Tengah 58182",0813-8002-9050
180,b'SOSIAL LINGKUNGAN INOVASI MANDIRI',Organisasi Sukarelawan,"kp bojongsirna desa, Tj. Karya, Kec. Samarang, Kabupaten Garut, Jawa Barat 44161",None
181,b'KSR PMI Unit UNSIQ',Organisasi Sukarelawan,"Markas KSR PMI Unit UNSIQ, Gdg Kemahasiswaan UNSIQ Lt. 2, Jln KH. Hasyim Asy'ari, Kalibeber, Kec. Mojotengah, Kabupaten Wonosobo, Jawa Tengah 50517",0822-3435-5313
182,b'SEKRETARIAT ORARI TUBAN YC3ZBU',Organisasi Sukarelawan,"Jl. Pramuka No.30, Sidorejo, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62314",0812-2222-0881
183,"b'(KOBAR) jasa, relawan,Penyalur, bansos dan sodaqoh'",Organisasi Sukarelawan,"Jl. Tj. Pura Jl. Kp. Koang, RT.4/RW.5, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830",0896-0284-3539
184,b'Akademi Relawan',Organisasi Sukarelawan,"Jl. Palapa XV No.1, Ps. Minggu, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",0811-9940-920
185,b'SAR Maleo Towuti',Organisasi Sukarelawan,"Jl. Flores Atas No.8, Asuli, Kec. Towuti, Kabupaten Luwu Timur, Sulawesi Selatan 92982",0853-8633-3322
186,b'Relawan Siaga',Organisasi Sukarelawan,"Jl. Raya Condet No.18A, RT.9/RW.5, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530",None
187,b'Basecamp Sekolah Relawan',Yayasan,"Jl. Sawi No.139, Beji, Kecamatan Beji, Kota Depok, Jawa Barat 16421",(021) 77805706
188,b'Relawan Defi Warman',Organisasi Sukarelawan,"Jl. Rajawali, Kp. Melayu, Kec. Sukajadi, Kota Pekanbaru, Riau 28124",0878-9335-3085
189,b'Masyarakat Relawan Indonesia',Asosiasi atau Organisasi,"Menara 165, lantai 11, Jl. TB. Simatupang Kav. 1, Cilandak Timur, RT.7/RW.6, Cilandak Tim., Kec. Ps. Minggu, Jakarta, Daerah Khusus Ibukota Jakarta 12560",(021) 29406565
190,b'Yayasan hawaariyyun muslim peduli',Organisasi Sukarelawan,"Musholla nurul ikhlas Jl raya padang indarung ,rt/rw 02/04, Kelurahan cengkeh, Kec. Lubuk Begalung, Kota Padang, Sumatera Barat 25225",None
191,b'MAKO Rescue KSB Padang Besi',Organisasi Sukarelawan,"jln. Mesjid Jami, RT.03/RW.01, Padang Besi, Kec. Lubuk Kilangan, Kota Padang, Sumatera Barat 25233",None
192,b'Komunitas Harapan',Organisasi Pelayanan Sosial,"Kauman, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50139",0858-4882-4772
193,b'POSKO JOKOWI CENTRE NAMORAMBE',Organisasi Sukarelawan,"Perumahan Kencana Asri Dijual cepat, Jl. Karya Jaya Ujung, Gedung Johor, Kec. Namorambe, Kabupaten Deli Serdang, Sumatera Utara 20355",0821-1015-8599
